"","ym","city","TSP","dustfall","DataCreationDate"
"1052","10912","基隆市",44,0.9,"2020-12-15"
"1053","10912","新竹市",24,4.8,"2020-12-15"
"1054","10912","嘉義市",71,3.04,"2020-12-15"
"1055","10912","金門縣",80,4.68,"2020-12-15"
"1056","10912","連江縣",0,0,"2020-12-15"
"1057","11001","新北市",36,2.7,"2021-01-15"
"1058","11001","臺北市",24,4.49,"2021-01-15"
"1059","11001","桃園市",55,5.47,"2021-01-15"
"1060","11001","臺中市",44,2.68,"2021-01-15"
"1061","11001","臺南市",87,3.31,"2021-01-15"
"1062","11001","高雄市",113,3.4,"2021-01-15"
"1063","11001","宜蘭縣",25,0,"2021-01-15"
"1064","11001","新竹縣",30,1.75,"2021-01-15"
"1065","11001","苗栗縣",41,3.11,"2021-01-15"
"1066","11001","彰化縣",51,2.46,"2021-01-15"
"1067","11001","南投縣",44,1.13,"2021-01-15"
"1068","11001","雲林縣",71,4.24,"2021-01-15"
"1069","11001","嘉義縣",61,4.4,"2021-01-15"
"1070","11001","屏東縣",94,1.29,"2021-01-15"
"1071","11001","臺東縣",26,1.74,"2021-01-15"
"1072","11001","花蓮縣",23,6.63,"2021-01-15"
"1073","11001","澎湖縣",0,0,"2021-01-15"
"1074","11001","基隆市",33,4.4,"2021-01-15"
"1075","11001","新竹市",71,4.2,"2021-01-15"
"1076","11001","嘉義市",71,2.73,"2021-01-15"
"1077","11001","金門縣",93,3.96,"2021-01-15"
"1078","11001","連江縣",0,0,"2021-01-15"
"1079","11002","新北市",50,2.69,"2021-02-15"
"1080","11002","臺北市",30,4.62,"2021-02-15"
"1081","11002","桃園市",68,4.4,"2021-02-15"
"1082","11002","臺中市",98,4.07,"2021-02-15"
"1083","11002","臺南市",129,0,"2021-02-15"
"1084","11002","高雄市",96,2.5,"2021-02-15"
"1085","11002","宜蘭縣",37,0,"2021-02-15"
"1086","11002","新竹縣",45,0.95,"2021-02-15"
"1087","11002","苗栗縣",65,0.79,"2021-02-15"
"1088","11002","彰化縣",87,5.83,"2021-02-15"
"1089","11002","南投縣",36,1.67,"2021-02-15"
"1090","11002","雲林縣",102,3.7,"2021-02-15"
"1091","11002","嘉義縣",92,2.48,"2021-02-15"
"1092","11002","屏東縣",101,2.26,"2021-02-15"
"1093","11002","臺東縣",32,2.03,"2021-02-15"
"1094","11002","花蓮縣",25,3.77,"2021-02-15"
"1095","11002","澎湖縣",0,0,"2021-02-15"
"1096","11002","基隆市",49,4.5,"2021-02-15"
"1097","11002","新竹市",105,2.07,"2021-02-15"
"1098","11002","嘉義市",92,1.91,"2021-02-15"
"1099","11002","金門縣",64,4.7,"2021-02-15"
"1100","11002","連江縣",0,0,"2021-02-15"
"1101","11003","新北市",55,2.73,"2021-03-15"
"1102","11003","臺北市",25,6.5,"2021-03-15"
"1103","11003","桃園市",50,5.6,"2021-03-15"
"1104","11003","臺中市",61,3.86,"2021-03-15"
"1105","11003","臺南市",85,0,"2021-03-15"
"1106","11003","高雄市",119,2.9,"2021-03-15"
"1107","11003","宜蘭縣",32,0,"2021-03-15"
"1108","11003","新竹縣",43,1.05,"2021-03-15"
"1109","11003","苗栗縣",70,1.89,"2021-03-15"
"1110","11003","彰化縣",92,4.25,"2021-03-15"
"1111","11003","南投縣",57,2.67,"2021-03-15"
"1112","11003","雲林縣",74,2.27,"2021-03-15"
"1113","11003","嘉義縣",95,3.11,"2021-03-15"
"1114","11003","屏東縣",90,1.38,"2021-03-15"
"1115","11003","臺東縣",28,2.55,"2021-03-15"
"1116","11003","花蓮縣",22,2.3,"2021-03-15"
"1117","11003","澎湖縣",0,0,"2021-03-15"
"1118","11003","基隆市",53,3.38,"2021-03-15"
"1119","11003","新竹市",68,4.73,"2021-03-15"
"1120","11003","嘉義市",80,1.99,"2021-03-15"
"1121","11003","金門縣",116,4.3,"2021-03-15"
"1122","11003","連江縣",0,0,"2021-03-15"
"1123","11004","新北市",53,2.59,"2021-04-15"
"1124","11004","臺北市",27,5.4,"2021-04-15"
"1125","11004","桃園市",51,3.6,"2021-04-15"
"1126","11004","臺中市",56,2.21,"2021-04-15"
"1127","11004","臺南市",95,0,"2021-04-15"
"1128","11004","高雄市",81,3.7,"2021-04-15"
"1129","11004","宜蘭縣",27,3.73,"2021-04-15"
"1130","11004","新竹縣",42,2.88,"2021-04-15"
"1131","11004","苗栗縣",46,1.63,"2021-04-15"
"1132","11004","彰化縣",71,4.55,"2021-04-15"
"1133","11004","南投縣",53,2.68,"2021-04-15"
"1134","11004","雲林縣",98,6.94,"2021-04-15"
"1135","11004","嘉義縣",74,2.4,"2021-04-15"
"1136","11004","屏東縣",88,3.77,"2021-04-15"
"1137","11004","臺東縣",39,1.58,"2021-04-15"
"1138","11004","花蓮縣",36,4.7,"2021-04-15"
"1139","11004","澎湖縣",0,0,"2021-04-15"
"1140","11004","基隆市",47,12,"2021-04-15"
"1141","11004","新竹市",39,2.33,"2021-04-15"
"1142","11004","嘉義市",97,2,"2021-04-15"
"1143","11004","金門縣",73,3,"2021-04-15"
"1144","11004","連江縣",0,0,"2021-04-15"
"1145","11005","新北市",56,2.27,"2021-05-15"
"1146","11005","臺北市",29,6.23,"2021-05-15"
"1147","11005","桃園市",54,3.03,"2021-05-15"
"1148","11005","臺中市",48,3.95,"2021-05-15"
"1149","11005","臺南市",76,0,"2021-05-15"
"1150","11005","高雄市",56,4.48,"2021-05-15"
"1151","11005","宜蘭縣",38,3.04,"2021-05-15"
"1152","11005","新竹縣",50,1.5,"2021-05-15"
"1153","11005","苗栗縣",33,2.11,"2021-05-15"
"1154","11005","彰化縣",0,0,"2021-05-15"
"1155","11005","南投縣",20,2.2,"2021-05-15"
"1156","11005","雲林縣",45,2.28,"2021-05-15"
"1157","11005","嘉義縣",33,2.59,"2021-05-15"
"1158","11005","屏東縣",59,2.29,"2021-05-15"
"1159","11005","臺東縣",25,1.58,"2021-05-15"
"1160","11005","花蓮縣",26,4.07,"2021-05-15"
"1161","11005","澎湖縣",0,0,"2021-05-15"
"1162","11005","基隆市",59,1.84,"2021-05-15"
"1163","11005","新竹市",44,1.6,"2021-05-15"
"1164","11005","嘉義市",54,1.45,"2021-05-15"
"1165","11005","金門縣",28,2.07,"2021-05-15"
"1166","11005","連江縣",0,0,"2021-05-15"
